Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m
0,0,60.014,154.92035,4.68128157417089,-26.90632,1.02666775606655,0,60.014,-83.87168,2.87015109359158,85.78478,1.02739652723778,NaN,60.015,89.87354,2.18134629133837,86.96928,1.01824272587456
0.033,0.02,60.015,155.10097,4.68131420081196,-26.72297,1.02674172869326,0,60.014,-83.75648,2.87131513565732,85.95666,1.02748069807923,NaN,60.015,90.09571,2.18981398029756,87.15043,1.01838373584593
0.067,0,60.015,155.28037,4.68198687132191,-26.53009,1.02685796632173,0.01,60.016,-83.58391,2.87254413222641,86.15529,1.02760697994564,NaN,60.015,90.13787,2.21750903883186,87.3375,1.01837259926128
0.1,0,60.015,155.4469,4.68128187294966,-26.34482,1.02698474882613,0,60.015,-83.42203,2.87133168800086,86.34819,1.0277963550511,NaN,60.016,90.37567,2.1960742319903,87.53519,1.01848042881227
0.133,0,60.015,155.64883,4.67981600457622,-26.15001,1.02709041276136,0,60.014,-83.2567,2.87129260773849,86.53917,1.02777529527125,NaN,60.015,90.71698,2.21003455024097,87.71972,1.01848152502472
0.167,0,60.016,155.83816,4.68054562231866,-25.95329,1.02715392987592,-0.01,60.015,-83.02696,2.87011673403369,86.71679,1.02776472996214,NaN,60.015,90.75587,2.20468886034577,87.91123,1.01850040272178
0.2,0,60.016,156.02949,4.68270023549957,-25.76039,1.02720664080079,0.01,60.016,-82.8491,2.87130623205014,86.91924,1.02780685976353,NaN,60.015,90.51516,2.22773569813226,88.09501,1.01848812283298
0.233,0,60.016,156.2176,4.68346044818747,-25.56178,1.02721721389158,0,60.016,-82.59767,2.8701325693082,87.10258,1.02762799027418,NaN,60.015,91.24425,2.23581246495623,88.2807,1.01842348786789
0.267,0,60.015,156.42538,4.68275467299043,-25.36888,1.02719597714132,-0.02,60.014,-82.34992,2.86406132506175,87.26874,1.02745962122989,NaN,60.015,91.44033,2.23516674429081,88.47051,1.01840434283256
0.3,0.01,60.016,156.63294,4.68498105283053,-25.16454,1.02718542162207,0.03,60.017,-82.20954,2.86769339923216,87.47691,1.02757538507971,NaN,60.016,91.15026,2.22271531855563,88.67421,1.01843035281361
0.333,0,60.016,156.84658,4.68710495155447,-24.96591,1.02714326727074,-0.01,60.015,-81.99933,2.8676776237134,87.66408,1.02755437560464,NaN,60.016,91.88353,2.22491923023266,88.85706,1.01828386358737
0.367,0,60.016,157.03532,4.6885852808201,-24.773,1.02709052075096,0,60.015,-81.8465,2.86767069204607,87.8608,1.02753338355049,NaN,60.015,92.28389,2.23934247630075,89.04624,1.01831062241683
0.4,0,60.016,157.25753,4.6907178441282,-24.5763,1.02702701292421,-0.01,60.014,-81.60637,2.86647318675874,88.03268,1.02739653411578,NaN,60.015,92.52104,2.24057171189285,89.22693,1.01819010330938
0.433,0,60.016,157.46229,4.69146204227434,-24.38149,1.02697419395953,0.01,60.016,-81.44948,2.86642048218471,88.22749,1.02739660289576,NaN,60.015,92.4475,2.25513400959785,89.417,1.01817816285234
0.467,0,60.016,157.66368,4.6943936595097,-24.19241,1.02684740236814,-0.02,60.013,-81.15038,2.86405015073597,88.39937,1.02713358882185,NaN,60.015,92.36919,2.2541700297927,89.5993,1.01799725471409
0.5,0,60.016,157.86264,4.69587434730985,-24.00714,1.02672060128812,0,60.015,-80.97072,2.86156496873023,88.58654,1.02697582284035,NaN,60.014,92.52805,2.23436494159892,89.77265,1.01798482255543
0.533,-0.01,60.015,158.05301,4.69660276993723,-23.8238,1.02661491094539,-0.01,60.014,-80.76117,2.86520732089012,88.76606,1.02676540402044,NaN,60.014,92.95417,2.24137351458474,89.95322,1.01782407875187
0.567,-0.01,60.014,158.22549,4.70242578878629,-23.65191,1.02646699154723,0,60.014,-80.58959,2.86156765773911,88.93988,1.02675495910142,NaN,60.014,92.96328,2.25072773989338,90.12636,1.0177584793106
0.6,0,60.015,158.42739,4.70538776194411,-23.46857,1.02636132716016,0.02,60.015,-80.42798,2.86525183892601,89.13277,1.02684963149243,NaN,60.014,93.25562,2.25277162566424,90.29954,1.01769335093695
0.633,0,60.015,158.6222,4.70320135870267,-23.28522,1.02625566317472,-0.02,60.013,-80.20808,2.86041520828943,89.28746,1.02673386076461,NaN,60.013,93.26225,2.24825092369304,90.46005,1.01764016372321
0.667,-0.01,60.014,158.81622,4.70316215892879,-23.11333,1.02619228035686,0.03,60.016,-80.13185,2.86523253781783,89.48992,1.02682861629406,NaN,60.014,93.32399,2.25999035963288,90.63422,1.01752414483518
0.7,0,60.014,158.99962,4.70173644642128,-22.93955,1.02608648990661,-0.04,60.013,-79.80362,2.86040433274241,89.64652,1.02639729402355,NaN,60.013,93.54441,2.25656049893015,90.7901,1.01741422025578
0.733,-0.01,60.014,159.1796,4.70092813035233,-22.77148,1.02597039736877,-0.02,60.013,-79.66718,2.86036274273841,89.78785,1.02643935730415,NaN,60.013,93.60566,2.25444126115493,90.9539,1.01732164354584
0.767,0,60.014,159.36968,4.7002550415521,-22.59768,1.02591754295981,0.04,60.016,-79.5273,2.865256918165,89.99603,1.02652355440249,NaN,60.013,93.70183,2.2569531539822,91.11628,1.01733394462088
