DFDT,FREQ,IA_MAG,IA_ANG,IB_MAG,IB_ANG,IC_MAG,IC_ANG,VA_MAG,VA_ANG,VB_MAG,VB_ANG,VC_MAG,VC_ANG,TIMESTAMP,ERROR_CODE
-0.003,59.99239,2.25771695201527,-152.7266,2.26920141015765,-152.5718,3.30755083509419,10.61572,1.00405981227343,14.19678,1.00494491533828,14.18311,1.00465975450968,14.16602,00:00.0,201
0.006,59.9925,2.25418060656095,-152.835,2.26761429736166,-152.6025,3.31042209901916,10.52295,1.00409244511473,14.10693,1.00498758905383,14.09375,1.00467883217074,14.07666,00:00.0,201
-0.005,59.99236,2.25483433449725,-152.9336,2.26670361968806,-152.7686,3.3065236337025,10.42773,1.00399705680939,14.00977,1.0049007354916,13.99609,1.00458444795283,13.98096,00:00.1,201
-0.007,59.99216,2.25285044350226,-153.0376,2.26769556518555,-152.8408,3.30666405972173,10.28223,1.00413762904884,13.90479,1.00501269123945,13.8916,1.00472903654198,13.87598,00:00.1,201
-0.012,59.9918,2.25217341082235,-153.1621,2.26357600358331,-152.9229,3.30724727586965,10.19678,1.00408893080875,13.79639,1.0049660011742,13.78369,1.0046647749468,13.76758,00:00.1,201
-0.009,59.99147,2.25148502454939,-153.2471,2.26386761165727,-153.0249,3.30442321898943,10.06152,1.00412407386861,13.68799,1.00501118510831,13.67627,1.00471899566773,13.66064,00:00.2,201
-0.009,59.9911,2.25255823787077,-153.3467,2.26078660503975,-153.1567,3.30162186929531,9.927734,1.0041928538572,13.57471,1.00506038539212,13.56348,1.00476166938328,13.54736,00:00.2,201
0.0,59.9911,2.25051578623798,-153.5308,2.26615506187679,-153.3052,3.30400313604682,9.840332,1.00423452348532,13.47363,1.00509803867055,13.45996,1.00480534718625,13.44385,00:00.2,201
0.0025,59.99115,2.25066756585025,-153.5195,2.26488286189838,-153.2734,3.30414296450852,9.75293,1.00425811953981,13.37451,1.00511309998192,13.36084,1.00480685331739,13.34375,00:00.3,201
0.01,59.99139,2.25514924731483,-153.7246,2.26545472445326,-153.4409,3.3047733877012,9.710449,1.00422046626138,13.27783,1.00508046714062,13.26416,1.00478777565632,13.24854,00:00.3,201
-0.0025,59.99144,2.25525441743987,-153.8364,2.26617836662041,-153.728,3.30785439431872,9.561035,1.00411403299436,13.17041,1.00497503796102,13.15869,1.00469991800666,13.1416,00:00.3,201
0.0,59.99144,2.26013287710345,-153.9307,2.26839590260909,-153.6758,3.30710744740796,9.483887,1.00407989402192,13.05615,1.00492985402691,13.04297,1.00465975450968,13.02832,00:00.4,201
-0.009,59.99114,2.25769364727166,-154.0322,2.26854768222135,-153.9556,3.30846151276779,9.362305,1.00407386949738,12.94092,1.00494742555685,12.92822,1.00466377085937,12.91309,00:00.4,201
-0.008,59.99092,2.25628161883155,-154.1611,2.26747387134244,-153.9619,3.3065236337025,9.29248,1.00414666583567,12.83398,1.00503528320651,12.82031,1.0047300406294,12.80469,00:00.4,201
0.0,59.99085,2.25770559842223,-154.2368,2.27069530397918,-154.0796,3.31056192748086,9.139648,1.00420440086258,12.72656,1.00506138947955,12.71289,1.00479681244314,12.69678,00:00.5,201
0.0025,59.99089,2.25838203354462,-154.3081,2.26915480067042,-154.1709,3.30811134405602,9.088379,1.00416273123446,12.62549,1.00502373620112,12.6123,1.00472652632342,12.59473,00:00.5,201
0.003,59.99097,2.25903576148092,-154.5259,2.27288953522424,-154.2539,3.31086548670539,8.921387,1.00406633884169,12.51563,1.00494240511972,12.50244,1.00464720341687,12.48584,00:00.5,201
0.0,59.99098,2.25671365292474,-154.6089,2.27210733241929,-154.5054,3.30958193313394,8.811035,1.00395588922498,12.40527,1.00483948615869,12.39014,1.00455583146122,12.37451,00:00.6,201
-0.0035,59.99089,2.25981796428587,-154.7329,2.27493198685704,-154.4653,3.31492708522736,8.678711,1.0039609096621,12.2876,1.00485454747006,12.27588,1.00456185598577,12.25781,00:00.6,201
0.0018,59.99095,2.26197693963674,-154.8271,2.27626214991573,-154.6216,3.31614072456797,8.624023,1.00407236336624,12.18164,1.00495746643109,12.16992,1.00466979538392,12.15381,00:00.6,201
-0.003,59.99088,2.26188372066228,-154.957,2.27626214991573,-154.7495,3.32008579937187,8.458984,1.00400860381477,12.07568,1.00490575592872,12.06299,1.00461708079413,12.04736,00:00.7,201
0.0005,59.99084,2.26099634773229,-155.022,2.27738257028187,-154.8218,3.32036605385278,8.377441,1.00396844031779,11.96533,1.00484952703294,11.95215,1.00456185598577,11.9375,00:00.7,201
-0.0035,59.99076,2.26320253012793,-155.1113,2.28041696741216,-154.9858,3.31898868374933,8.243164,1.00390317463518,11.85156,1.00480283696769,11.83789,1.00451064752711,11.82227,00:00.7,201
0.0,59.99074,2.26559515047249,-155.2944,2.27705570631372,-155.0698,3.31768122787673,8.135742,1.00390568485374,11.73389,1.00480183288027,11.72021,1.0045141618331,11.70508,00:00.8,201
-0.007,59.99055,2.26657514481941,-155.2949,2.27544528877411,-155.1973,3.31744818044058,8.053223,1.00394183200103,11.61768,1.00484199637726,11.60547,1.00453173336303,11.58936,00:00.8,201
0.0,59.99053,2.25938593019269,-155.4126,2.275223594931,-155.3096,3.31954859515364,7.916016,1.00401864468902,11.51025,1.00490826614728,11.49805,1.00461708079413,11.48096,00:00.8,201
0.0005,59.99054,2.26165007566859,-155.5938,2.27410317456485,-155.4063,3.31996867809626,7.794434,1.00394584835073,11.4043,1.00485806177605,11.39063,1.00454077014985,11.37549,00:00.9,201
0.007,59.99067,2.26186041591866,-155.7212,2.27413843045904,-155.4473,3.32087935576986,7.690918,1.00393329725792,11.29443,1.00480183288027,11.28076,1.0045181781828,11.26563,00:00.9,201
0.0,59.99076,2.26142838182548,-155.6743,2.27330961816686,-155.6714,3.32141596243055,7.668945,1.00383539873402,11.17725,1.00468134238931,11.16455,1.00440371221638,11.14746,00:00.9,201
-0.001,59.99069,2.26267727706028,-155.8125,2.27418503994627,-155.7422,3.32043596808363,7.434082,1.00394183200103,11.05615,1.00479430222458,11.04248,1.00452922314447,11.02637,00:01.0,201
-0.012,59.99041,2.25677161600501,-155.9727,2.27564367787361,-155.9038,3.3194786809228,7.333984,1.00398450571658,10.93555,1.00483044937187,10.92139,1.00453825993129,10.90576,00:01.0,201
-0.002,59.9902,2.25603662024482,-156.1064,2.26763760210528,-155.936,3.32127613396886,7.199707,1.0040748735848,10.81836,1.00498106248557,10.80469,1.00468134238931,10.78906,00:01.0,201
-0.009,59.98998,2.2528970529895,-156.1538,2.2682208182532,-156.0586,3.31625784584358,7.126465,1.0040096079022,10.69678,1.00486057199461,10.68262,1.00457591320972,10.66553,00:01.1,201
-0.002,59.98984,2.25426247194237,-156.3843,2.26427634100684,-156.2119,3.31455361177198,6.952637,1.00405981227343,10.56738,1.00496349095564,10.55469,1.00463866867376,10.53955,00:01.1,201
-0.008,59.98973,2.25106434404925,-156.4692,2.26771886992917,-156.2686,3.31380666486122,6.823242,1.00406382862313,10.44092,1.00494742555685,10.42773,1.00464218297974,10.41406,00:01.1,201
0.004,59.98977,2.24855519998661,-156.5938,2.26594531918425,-156.4478,3.31646758853612,6.700684,1.0041115227758,10.32471,1.0049900992724,10.31055,1.00470744866235,10.29492,00:01.2,201
0.0,59.98985,2.24834545729406,-156.7036,2.26169668515583,-156.5293,3.31702809749796,6.584961,1.00413411474286,10.21191,1.00500616467119,10.19775,1.00471899566773,10.18164,00:01.2,201
0.012,59.99012,2.25022417816402,-156.7754,2.26194228130008,-156.7412,3.31880164824288,6.504883,1.00415018014165,10.10107,1.00502624641968,10.08936,1.00471146501205,10.07275,00:01.2,201
0.0,59.99023,2.24599944643674,-156.9507,2.26044838747856,-156.8433,3.31128556964801,6.343262,1.00408491445905,9.980469,1.00495847051852,9.967285,1.00465975450968,9.950684,00:01.3,201
0.0,59.99021,2.24911570894844,-157.0522,2.26201219553093,-156.9536,3.3111224364427,6.21875,1.0040261753447,9.852051,1.00489320483591,9.836914,1.00460452970132,9.822266,00:01.3,201
-0.014,59.98989,2.24785486256307,-157.1865,2.26084516567755,-157.1187,3.30976837108286,6.100586,1.00405880818601,9.717285,1.00493838877002,9.705078,1.00463716254262,9.688477,00:01.3,201
-0.012,59.98945,2.24573114310639,-157.2402,2.25827746097711,-157.1201,3.30657084074726,5.97998,1.00429075238111,9.586914,1.00517434931482,9.574707,1.00486559243174,9.557617,00:01.4,201
0.0,59.98943,2.24150581382158,-157.4771,2.2588140676378,-157.2778,3.30472677821397,5.855469,1.0043961815607,9.469238,1.00526220696448,9.455566,1.00495746643109,9.439453,00:01.4,201
0.007,59.98954,2.24448224787159,-157.5278,2.25716839420401,-157.4917,3.30479669244482,5.768066,1.00434597718946,9.354004,1.00521099850582,9.339844,1.00492734380835,9.32373,00:01.4,201
0.014,59.98988,2.2421828465015,-157.624,2.26087982401421,-157.5557,3.30488991141928,5.644531,1.00417176802128,9.239746,1.00502373620112,9.225586,1.00473907741623,9.210449,00:01.5,201
0.0,59.98988,2.24641952937935,-157.7354,2.26092643350145,-157.6704,3.30433000001497,5.529785,1.00411001664467,9.104004,1.00499260949096,9.089355,1.00470242822523,9.075195,00:01.5,201
0.0045,59.99002,2.24972222983998,-157.959,2.26114812734456,-157.7051,3.30913794789018,5.338867,1.00415419649135,8.979492,1.00503879751249,8.965332,1.00474660807191,8.950195,00:01.5,201
0.0014,59.99003,2.25055104213217,-157.9995,2.2613118581074,-157.959,3.30965184736478,5.264648,1.00421695195539,8.861816,1.00508548757774,8.848633,1.00477673069465,8.83252,00:01.6,201
-0.002,59.99002,2.24316343840595,-158.1631,2.26440481587549,-157.979,3.30596372229819,5.173828,1.00425309910268,8.74707,1.00513920625496,8.73291,1.00483295959043,8.716797,00:01.6,201
0.0002,59.98997,2.24616257964205,-158.2915,2.26015618184707,-158.1177,3.30596372229819,5.071289,1.00425460523382,8.629395,1.00514573282322,8.614746,1.00483195550301,8.599609,00:01.6,201
0.0,59.99014,2.25080799186947,-158.4746,2.26508125099788,-158.2856,3.30533329910551,4.95459,1.00402868556327,8.508301,1.00492734380835,8.493164,1.0046321421055,8.478516,00:01.7,201
-0.005,59.99006,2.25338705016296,-158.5327,2.26866480349696,-158.5024,3.30537990859274,4.724609,1.00402717943213,8.370605,1.00490575592872,8.357422,1.00460101539533,8.342285,00:01.7,201
