Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m
0,-0.003,59.99239,-152.7266,2.25771695201527,14.19678,1.00405981227343,-0.004,59.9924,-152.5718,2.26920141015765,14.18311,1.00494491533828,-0.001,59.99236,10.61572,3.30755083509419,14.16602,1.00465975450968
0.033,0.005,59.9925,-152.835,2.25418060656095,14.10693,1.00409244511473,0.006,59.99253,-152.6025,2.26761429736166,14.09375,1.00498758905383,0.006,59.99247,10.52295,3.31042209901916,14.07666,1.00467883217074
0.067,-0.005,59.99236,-152.9336,2.25483433449725,14.00977,1.00399705680939,-0.006,59.99236,-152.7686,2.26670361968806,13.99609,1.0049007354916,-0.004,59.99234,10.42773,3.3065236337025,13.98096,1.00458444795283
0.1,-0.007,59.99216,-153.0376,2.25285044350226,13.90479,1.00413762904884,-0.009,59.99213,-152.8408,2.26769556518555,13.8916,1.00501269123945,-0.006,59.9922,10.28223,3.30666405972173,13.87598,1.00472903654198
0.133,-0.012,59.9918,-153.1621,2.25217341082235,13.79639,1.00408893080875,-0.01,59.99178,-152.9229,2.26357600358331,13.78369,1.0049660011742,-0.012,59.99184,10.19678,3.30724727586965,13.76758,1.0046647749468
0.167,-0.009,59.99147,-153.2471,2.25148502454939,13.68799,1.00412407386861,-0.009,59.99147,-153.0249,2.26386761165727,13.67627,1.00501118510831,-0.01,59.99148,10.06152,3.30442321898943,13.66064,1.00471899566773
0.2,-0.009,59.99107,-153.3467,2.25255823787077,13.57471,1.0041928538572,-0.007,59.99113,-153.1567,2.26078660503975,13.56348,1.00506038539212,-0.009,59.9911,9.927734,3.30162186929531,13.54736,1.00476166938328
0.233,0,59.99107,-153.5308,2.25051578623798,13.47363,1.00423452348532,-0.0003,59.99112,-153.3052,2.26615506187679,13.45996,1.00509803867055,0,59.9911,9.840332,3.30400313604682,13.44385,1.00480534718625
0.267,0.0035,59.99117,-153.5195,2.25066756585025,13.37451,1.00425811953981,0.0014,59.99115,-153.2734,2.26488286189838,13.36084,1.00511309998192,0.0025,59.99114,9.75293,3.30414296450852,13.34375,1.00480685331739
0.3,0.012,59.99144,-153.7246,2.25514924731483,13.27783,1.00422046626138,0.01,59.99139,-153.4409,2.26545472445326,13.26416,1.00508046714062,0.01,59.99137,9.710449,3.3047733877012,13.24854,1.00478777565632
0.333,-0.0025,59.99147,-153.8364,2.25525441743987,13.17041,1.00411403299436,-0.002,59.99144,-153.728,2.26617836662041,13.15869,1.00497503796102,-0.0025,59.99139,9.561035,3.30785439431872,13.1416,1.00469991800666
0.367,0,59.99147,-153.9307,2.26013287710345,13.05615,1.00407989402192,0,59.99144,-153.6758,2.26839590260909,13.04297,1.00492985402691,0,59.99139,9.483887,3.30710744740796,13.02832,1.00465975450968
0.4,-0.012,59.99114,-154.0322,2.25769364727166,12.94092,1.00407386949738,-0.008,59.99117,-153.9556,2.26854768222135,12.92822,1.00494742555685,-0.009,59.99112,9.362305,3.30846151276779,12.91309,1.00466377085937
0.433,-0.007,59.99092,-154.1611,2.25628161883155,12.83398,1.00414666583567,-0.008,59.99092,-153.9619,2.26747387134244,12.82031,1.00503528320651,-0.008,59.99089,9.29248,3.3065236337025,12.80469,1.0047300406294
0.467,0,59.99086,-154.2368,2.25770559842223,12.72656,1.00420440086258,0,59.99085,-154.0796,2.27069530397918,12.71289,1.00506138947955,0,59.99082,9.139648,3.31056192748086,12.69678,1.00479681244314
0.5,0.003,59.99091,-154.3081,2.25838203354462,12.62549,1.00416273123446,0.002,59.99089,-154.1709,2.26915480067042,12.6123,1.00502373620112,0.0025,59.99086,9.088379,3.30811134405602,12.59473,1.00472652632342
0.533,0.003,59.991,-154.5259,2.25903576148092,12.51563,1.00406633884169,0.0007,59.99097,-154.2539,2.27288953522424,12.50244,1.00494240511972,0.0035,59.99097,8.921387,3.31086548670539,12.48584,1.00464720341687
0.567,0,59.99101,-154.6089,2.25671365292474,12.40527,1.00395588922498,0,59.99098,-154.5054,2.27210733241929,12.39014,1.00483948615869,0,59.99097,8.811035,3.30958193313394,12.37451,1.00455583146122
0.6,-0.0035,59.99091,-154.7329,2.25981796428587,12.2876,1.0039609096621,-0.0045,59.99085,-154.4653,2.27493198685704,12.27588,1.00485454747006,-0.0035,59.99089,8.678711,3.31492708522736,12.25781,1.00456185598577
0.633,0.0018,59.99095,-154.8271,2.26197693963674,12.18164,1.00407236336624,0.0014,59.99088,-154.6216,2.27626214991573,12.16992,1.00495746643109,0.0018,59.99096,8.624023,3.31614072456797,12.15381,1.00466979538392
0.667,-0.0025,59.99088,-154.957,2.26188372066228,12.07568,1.00400860381477,-0.003,59.99081,-154.7495,2.27626214991573,12.06299,1.00490575592872,-0.0045,59.99088,8.458984,3.32008579937187,12.04736,1.00461708079413
0.7,0.0005,59.99086,-155.022,2.26099634773229,11.96533,1.00396844031779,0.0014,59.99079,-154.8218,2.27738257028187,11.95215,1.00484952703294,-0.0005,59.99084,8.377441,3.32036605385278,11.9375,1.00456185598577
