DFDT,FREQ,IA_MAG,IA_ANG,IB_MAG,IB_ANG,IC_MAG,IC_ANG,VA_MAG,VA_ANG,VB_MAG,VB_ANG,VC_MAG,VC_ANG,TIMESTAMP,ERROR_CODE
NaN,59.99,0.213090568352351,-84.42249,0.270802793977132,-172.62919,1.04283917342775,-123.76181,1.0227927780115,29.78454,1.0241779402601,31.05931,1.02311384641214,29.78371,00:00.0,202
NaN,59.987,0.209058369660788,-83.628,0.261000221254782,-168.95185,1.03756399532093,-123.7305,1.0226696466702,29.59441,1.02412125425352,30.92868,1.02298297807519,29.59288,00:00.0,202
NaN,59.985,0.208230274437638,-81.9677,0.26015975659079,-169.93278,1.03259213741562,-123.74848,1.0226162853979,29.3784,1.02407023290655,30.79936,1.02291899360814,29.37709,00:00.1,202
NaN,59.986,0.207554974674555,-81.50082,0.256579430902363,-171.70776,1.02649238967506,-123.58045,1.022494598838,29.21599,1.02393476153162,30.66333,1.02282656088433,29.21519,00:00.1,202
NaN,59.988,0.207554974674555,-81.50082,0.256584689408614,-174.31544,1.02548478817032,-123.49556,1.02251612426339,29.13229,1.02386033601128,30.52411,1.0228085781806,29.12968,00:00.1,202
NaN,59.989,0.207278843340583,-80.79247,0.264938185124083,-170.79651,1.02303922422872,-123.54138,1.02235518867913,28.99758,1.02378461687491,30.38463,1.02267986049851,28.9952,00:00.2,202
NaN,59.989,0.208669479221167,-79.6522,0.25141880457377,-170.10472,1.02385309758269,-123.45002,1.02223974116705,28.86347,1.02368233395306,30.242,1.02254345813372,28.85992,00:00.2,202
NaN,59.989,0.208669479221167,-79.6522,0.258807244880531,-170.57653,1.0177692448724,-123.27875,1.02213247380461,28.72277,1.02353348979038,30.09688,1.02243637522214,28.71925,00:00.2,202
NaN,59.988,0.209004768750471,-79.16038,0.242905462219398,-175.99827,1.0177692448724,-123.27875,1.02194651239558,28.55109,1.02353236024223,29.95551,1.02225004772283,28.54883,00:00.3,202
NaN,59.988,0.210201855747538,-78.7843,0.249069507150035,-173.94712,1.0177692448724,-123.27875,1.0218740193921,28.40527,1.02340513373037,29.81033,1.02218190437587,28.40036,00:00.3,202
NaN,59.988,0.209621746898762,-78.31238,0.23474181053077,-173.01862,1.0177692448724,-123.27875,1.02178387207168,28.29004,1.02337256304208,29.66696,1.02213854496902,28.2875,00:00.3,202
NaN,59.988,0.209621746898762,-78.31238,0.243426651895853,-172.73305,1.01676971039429,-123.19284,1.02160152497574,28.11491,1.02323873902319,29.51693,1.02192680888682,28.11281,00:00.4,202
NaN,59.988,0.21296794954748,-77.31131,0.244676981268719,-172.03477,1.01676971039429,-123.19284,1.0215646250139,27.99973,1.02327797429155,29.38255,1.02188069255712,27.99541,00:00.4,202
NaN,59.989,0.213301207381186,-78.94934,0.256217251284271,-170.99235,1.02274355276357,-123.26279,1.02149683274611,27.86829,1.02345154586422,29.26425,1.02182224743958,27.86627,00:00.4,202
NaN,59.991,0.216768176406436,-80.28744,0.258495439362102,-172.27741,1.03289593566317,-123.79807,1.02161367804829,27.7865,1.02340814363304,29.14829,1.0219467044273,27.78496,00:00.5,202
