DFDT,FREQ,IA_MAG,IA_ANG,IB_MAG,IB_ANG,IC_MAG,IC_ANG,VA_MAG,VA_ANG,VB_MAG,VB_ANG,VC_MAG,VC_ANG,TIMESTAMP,ERROR_CODE
0.0,59.976,5.1889199605033,-171.13274,6.25340386273241,-173.36362,4.09978579437117,-89.92768,1.01721801097988,-165.88172,1.01762750022281,-165.87701,1.02716386973897,87.59705,00:00.0,202
0.0,59.974,5.192751439621,-171.4683,6.2577928630243,-173.71098,4.10269291174787,-90.19341,1.0171352444551,-166.22845,1.01750213749803,-166.22194,1.0271215886216,87.3163,00:00.0,202
0.0,59.973,5.19548646042945,-171.8494,6.26388842786216,-174.06763,4.10343501844265,-90.48036,1.01716885949472,-166.59019,1.01753587644204,-166.58527,1.0271321526254,87.02982,00:00.1,202
0.0,59.974,5.19800134104437,-172.11854,6.27107041204279,-174.34509,4.10636054059122,-90.7258,1.01710992167147,-166.8741,1.0174827249236,-166.87022,1.02704758953719,86.73761,00:00.1,202
0.0,59.975,5.20165863214248,-172.43416,6.27684496897627,-174.66014,4.10778362384561,-90.99578,1.01697998628236,-167.1756,1.01735283356372,-167.17223,1.02697364321758,86.45113,00:00.1,202
0.0,59.976,5.21030003107523,-172.70824,6.28538830871858,-174.92273,4.11001048173173,-91.25671,1.01687892794553,-167.43822,1.01730225215766,-167.4323,1.02688913650888,86.16274,00:00.2,202
-0.01,59.976,5.21463638654886,-172.98823,6.29182938131948,-175.22842,4.11148017447335,-91.53209,1.01681729600511,-167.73371,1.01720145242354,-167.72629,1.0268257236688,85.86671,00:00.2,202
0.0,59.976,5.21726534089598,-173.29021,6.29537492915975,-175.49413,4.11143547717021,-91.81813,1.01678756392217,-168.03007,1.01718371918533,-168.02422,1.02673071174563,85.56496,00:00.2,202
-0.01,59.975,5.21983609313982,-173.61177,6.30037493202465,-175.82248,4.11203446883689,-92.0955,1.01671657499145,-168.36447,1.01705359678493,-168.35814,1.02664609026974,85.26319,00:00.3,202
0.0,59.974,5.22383847371071,-173.89695,6.30351121271356,-176.09311,4.11363341327195,-92.36476,1.01663476250034,-168.66882,1.01699482950594,-168.66495,1.02652985886661,84.96144,00:00.3,202
-0.01,59.974,5.22467714570211,-174.16795,6.30321882781481,-176.38633,4.11578635329179,-92.66198,1.01662672312376,-168.98059,1.01696105210538,-168.97617,1.02640315528348,84.64823,00:00.3,202
0.0,59.974,5.22215712609245,-174.44521,6.30371916273352,-176.68597,4.11506259161313,-92.96258,1.0165701235691,-169.29153,1.01694932632223,-169.28564,1.02628695375196,84.3331,00:00.4,202
0.0,59.974,5.22095956104936,-174.76879,6.30611757938611,-177.00296,4.11437874677739,-93.2386,1.01647719326978,-169.60545,1.0168643839902,-169.6026,1.02616002173894,84.02752,00:00.4,202
-0.02,59.974,5.22309774139824,-175.15574,6.30741141094706,-177.39542,4.11656180369666,-93.56741,1.01632189869887,-169.95744,1.01669237362287,-169.95368,1.02596996104258,83.69712,00:00.4,202
-0.01,59.973,5.22544375225557,-175.51224,6.31236659699731,-177.79715,4.11729733725863,-93.86668,1.0161293582078,-170.28545,1.01650224570286,-170.28328,1.02582190177504,83.37435,00:00.5,202
-0.01,59.973,5.22696877882434,-175.88495,6.31682796150592,-178.16713,4.11875292764258,-94.17113,1.01593185727383,-170.61551,1.01628496113396,-170.61074,1.02567409895143,83.04776,00:00.5,202
0.0,59.973,5.22639231507649,-176.22839,6.3189984697171,-178.55857,4.11944734924657,-94.5078,1.01579377893652,-170.94531,1.01614072096314,-170.94038,1.02552604053736,82.71353,00:00.5,202
0.0,59.973,5.22589472892241,-176.59185,6.31745760787382,-178.91819,4.11873428384768,-94.83667,1.01562577989844,-171.27463,1.01599006843901,-171.26807,1.02542037645152,82.38695,00:00.6,202
0.0,59.973,5.22752606097552,-176.93648,6.3202557307573,-179.26412,4.1172653081751,-95.14591,1.01554073600297,-171.60781,1.01590123225595,-171.60232,1.02532530227492,82.06036,00:00.6,202
0.0,59.972,5.22599027837124,-177.26911,6.32078851304981,-179.61562,4.11799755517066,-95.49522,1.01552815569122,-171.94194,1.01586821946796,-171.93679,1.02524084958613,81.72041,00:00.6,202
0.0,59.972,5.22617062123337,-177.61265,6.32064719069429,-179.96927,4.11654853791953,-95.82016,1.01545569381445,-172.28296,1.01582318735187,-172.27836,1.02516687680881,81.38237,00:00.7,202
0.0,59.972,5.22492835888714,-177.96552,6.32348080849496,179.67944,4.11654943425582,-96.17914,1.0154350175458,-172.62186,1.01578893285917,-172.61809,1.0250928202404,81.0405,00:00.7,202
0.0,59.972,5.22233209093683,-178.30805,6.32133635379204,179.31965,4.11444585248785,-96.51846,1.01539535217658,-172.95732,1.01577897060497,-172.9532,1.0250401114241,80.712,00:00.7,202
0.0,59.973,5.21555118736941,-178.67713,6.31110748352878,178.93343,4.11438878574387,-96.86765,1.01537013266335,-173.28707,1.01574459165564,-173.28322,1.02501887341874,80.37013,00:00.8,202
0.0,59.974,5.20301233896779,-178.94368,6.2873445328,178.62143,4.11440557711042,-97.22636,1.01544383805219,-173.60421,1.01581791087245,-173.60023,1.02507180283304,80.03019,00:00.8,202
0.0,59.975,5.19234402489799,-179.26676,6.26376975293698,178.30708,4.11655558909837,-97.60133,1.01556576659716,-173.88416,1.01595907361572,-173.87809,1.02511405799474,79.69215,00:00.8,202
0.01,59.975,5.18094119311402,-179.57362,6.24038493661231,177.99036,4.11660034615726,-97.92585,1.01571531181368,-174.1872,1.01608847161725,-174.18152,1.02520904812922,79.37892,00:00.9,202
0.01,59.976,5.16720705038792,-179.83392,6.21958073223069,177.69514,4.11291574668009,-98.28733,1.01596060284087,-174.4509,1.01631557801873,-174.44624,1.02532541483313,79.05997,00:00.9,202
0.01,59.977,5.1554146110953,179.84905,6.19587024705293,177.37976,4.10928026643177,-98.61802,1.01606842671877,-174.73134,1.01645532846283,-174.72658,1.02551547683479,78.75439,00:00.9,202
0.02,59.977,5.14806560958543,179.57356,6.18211507030182,177.10047,4.10050555241438,-98.90279,1.01625466093835,-174.97875,1.01663922973549,-174.97328,1.02574793276305,78.47365,00:01.0,202
0.0,59.977,5.14901626385769,179.26325,6.1822002820054,176.81006,4.09759042776681,-99.24037,1.01640842522983,-175.28829,1.01676261812317,-175.28302,1.02592756917438,78.15852,00:01.0,202
0.0,59.975,5.15630156573502,178.92664,6.19187581399717,176.50187,4.09759670212086,-99.56508,1.01653081108641,-175.62672,1.01691147036876,-175.6231,1.02609661607808,77.85485,00:01.0,202
0.0,59.973,5.16441514210275,178.59857,6.205896784337,176.18261,4.09540737084753,-99.8913,1.01670216006136,-175.9841,1.01709289144507,-175.98055,1.02627627929854,77.55118,00:01.1,202
0.01,59.974,5.17367190577846,178.33988,6.21788779199638,175.94694,4.09467279337761,-100.20947,1.01682362722816,-176.2657,1.01720451810327,-176.26096,1.02644543635064,77.26281,00:01.1,202
0.02,59.976,5.17842434055926,178.0979,6.22638577712227,175.73496,4.09468886767513,-100.52173,1.01694230117436,-176.52801,1.01730270324393,-176.52189,1.02657222809265,76.98206,00:01.1,202
0.01,59.977,5.17828983035957,177.85429,6.23268050788441,175.49893,4.09253240206588,-100.79451,1.0169727143298,-176.80902,1.01734934225133,-176.80467,1.02672003724201,76.71466,00:01.2,202
0.0,59.977,5.18007120910811,177.61153,6.23353674806716,175.29669,4.09103707410628,-101.08344,1.01706676674703,-177.05868,1.01740363858005,-177.05352,1.02682572753454,76.43965,00:01.2,202
0.01,59.977,5.18119198800878,177.33088,6.23868984517089,175.03511,4.09252445455075,-101.36759,1.01707465606274,-177.37105,1.01742087735541,-177.36686,1.02692094087765,76.16653,00:01.2,202
0.0,59.976,5.18578881880913,177.06235,6.24364664462648,174.78209,4.09312559742453,-101.62586,1.01712479697565,-177.65592,1.01745251760609,-177.65098,1.02700533949633,75.89916,00:01.3,202
0.02,59.977,5.18715250484517,176.78214,6.2497833214223,174.51587,4.09249403887254,-101.8699,1.01709296921164,-177.94157,1.01741777944448,-177.93593,1.02704770385255,75.64134,00:01.3,202
0.0,59.977,5.19605945834364,176.51447,6.25864934223006,174.24191,4.09175139437598,-102.13183,1.01701148294853,-178.22694,1.0173678628447,-178.22144,1.02704759360375,75.37395,00:01.3,202
0.0,59.977,5.19754630098633,176.25505,6.26580067170947,173.99211,4.09325048694801,-102.4184,1.01696441429212,-178.50951,1.01734173382908,-178.50393,1.0270371427104,75.10084,00:01.4,202
0.0,59.977,5.19811971719078,176.01244,6.26850993778844,173.76121,4.09541824639455,-102.67612,1.01700842018066,-178.78677,1.01739561270845,-178.78216,1.02701601254402,74.83346,00:01.4,202
0.0,59.977,5.20060507846378,175.77136,6.26964912146098,173.53717,4.0968456918189,-102.90708,1.01711500712326,-179.03203,1.01748061598858,-179.02641,1.02698421043445,74.5718,00:01.4,202
0.0,59.977,5.20239673520182,175.51241,6.27364881302299,173.29328,4.09833139910229,-103.13792,1.01713504358741,-179.30692,1.01748900077123,-179.30345,1.02693150468063,74.31016,00:01.5,202
0.0,59.977,5.20609555654817,175.22507,6.27930176699941,173.00335,4.09978579437117,-103.40364,1.01706183376592,-179.61766,1.01739692921767,-179.61347,1.02681527413097,74.03132,00:01.5,202
0.0,59.977,5.21113565552324,174.93195,6.28744014200457,172.72729,4.10049354150806,-103.6648,1.01698213663598,-179.89927,1.01736759565703,-179.89665,1.02670958388865,73.7563,00:01.5,202
0.0,59.977,5.21509841802998,174.64553,6.29374066907475,172.46181,4.10266643994935,-103.91691,1.01691643322147,179.81681,1.01729361800989,179.82241,1.02658281830312,73.48701,00:01.6,202
0.0,59.977,5.21901241984238,174.37947,6.30072342757533,172.17693,4.10413194978827,-104.18349,1.0168677708775,179.53364,1.01722317168801,179.53812,1.02646656420762,73.20626,00:01.6,202
0.0,59.976,5.22444493484649,174.08794,6.30743991444117,171.86092,4.10490357582496,-104.41445,1.01676525812003,179.24434,1.01712025955478,179.24892,1.02633966206621,72.93887,00:01.6,202
0.0,59.976,5.22913277365845,173.76852,6.31348169910145,171.54217,4.10417324101349,-104.6914,1.01659932288325,178.95055,1.01693513962121,178.95581,1.02621298067341,72.65049,00:01.7,202
-0.01,59.975,5.23460980669844,173.39019,6.32304865489027,171.13733,4.1070534683014,-104.94985,1.01630609140074,178.62353,1.0166999886721,178.62898,1.02602266975847,72.36591,00:01.7,202
-0.01,59.975,5.24168249760708,173.05466,6.33550820740784,170.80601,4.10785706366588,-105.23917,1.01609018022262,178.31838,1.01646526179932,178.32333,1.02584302892916,72.06416,00:01.7,202
