DFDT,FREQ,IA_MAG,IA_ANG,IB_MAG,IB_ANG,IC_MAG,IC_ANG,VA_MAG,VA_ANG,VB_MAG,VB_ANG,VC_MAG,VC_ANG,TIMESTAMP,ERROR_CODE
0.0,59.975,2.66360348139876,-156.64892,0.624256638012625,-132.76778,4.39218694668544,-170.8505,1.01056702408789,12.4561,1.0243624437844,121.46765,1.02517698234629,9.6694,00:00.0,204
0.0,59.975,2.66360557285011,-156.94877,0.623956305598745,-133.0983,4.39147842272377,-171.13631,1.01056698603298,12.15434,1.02441049755098,121.17566,1.02521936141238,9.36765,00:00.0,204
0.0,59.974,2.66507897044841,-157.22038,0.623125222587953,-133.50777,4.39222770010889,-171.45946,1.01056698603298,11.86213,1.02446049964881,120.88615,1.02524047420805,9.0659,00:00.1,204
0.0052,59.975,2.66727350047223,-157.52401,0.622852258308883,-133.948,4.39149091167612,-171.73962,1.01052471711528,11.56611,1.024476973912,120.59792,1.0251769824467,8.76986,00:00.1,204
0.0,59.974,2.66801757910686,-157.78733,0.623766043281636,-134.29832,4.39217589187116,-172.05597,1.01050365367051,11.27389,1.0245067055431,120.30666,1.02518754619947,8.46046,00:00.1,204
0.002,59.97592,2.67016974230191,-158.31981,0.624644691871705,-134.56742,4.39070297231889,-172.34579,1.01085232584017,10.95495,1.02455349300483,120.01616,1.02529331887737,8.16062,00:00.2,204
0.0,59.976,2.67600262085019,-158.6833,0.625074634513541,-134.84985,4.3893016999143,-172.63008,1.01101080949315,10.69139,1.02452712802866,119.72853,1.02532492800134,7.87031,00:00.2,204
0.0,59.975,2.67675124092203,-159.00945,0.625911513832361,-135.1395,4.38931418886664,-172.92972,1.01104246294758,10.39537,1.02442137944886,119.43847,1.02533561545768,7.57428,00:00.2,204
-0.00475,59.975,2.67673660076258,-159.28826,0.626966561404877,-135.43204,4.38637199486302,-173.23354,1.01106360310463,10.10506,1.02430934839445,119.14247,1.02536719691904,7.26679,00:00.3,204
0.0,59.974,2.67600656472988,-159.59818,0.627586467585059,-135.71975,4.3856436319914,-173.53215,1.01109532072024,9.8014,1.02429395804363,118.84107,1.02539887432095,6.96504,00:00.3,204
0.0,59.975,2.67600740131042,-159.89253,0.627870486678408,-135.99296,4.38562582477704,-173.84196,1.01109528171145,9.50537,1.02434479850425,118.54005,1.025377746715,6.6671,00:00.3,204
0.0,59.975,2.67602210122562,-160.18839,0.62803720522889,-136.34758,4.38637904604186,-174.13516,1.01108474441638,9.20935,1.02433969658543,118.24376,1.02537785560828,6.36726,00:00.4,204
0.0,59.975,2.67747177579003,-160.46883,0.628128512019262,-136.77885,4.38565851117386,-174.4451,1.01105305295724,8.89994,1.02429776885663,117.94972,1.02532492775032,6.05977,00:00.4,204
0.0,59.974,2.67892180888896,-160.7664,0.627976851918501,-137.14944,4.38493510802972,-174.74615,1.01108474441638,8.602,1.02430038460478,117.65409,1.02539887427075,5.75037,00:00.4,204
0.0,59.975,2.67965955341378,-161.05732,0.627378278542091,-137.4456,4.38417650874715,-175.0537,1.01108474441638,8.30407,1.02435591269775,117.35714,1.02537774646398,5.45243,00:00.5,204
0.0,59.975,2.67892790397575,-161.36126,0.627032531756036,-137.76357,4.38637904604186,-175.36129,1.01104246299778,8.00613,1.02438536514234,117.06297,1.02533560059719,5.15259,00:00.5,204
5e-05,59.975,2.67966260095718,-161.64927,0.627167161467232,-138.12558,4.38347772497319,-175.65964,1.01102133529142,7.70246,1.02436376405896,116.76951,1.02533549140268,4.85655,00:00.5,204
-0.00209,59.975,2.6796568644049,-161.91839,0.627078424174233,-138.47996,4.3827542620733,-175.96069,1.01104244929199,7.40643,1.02437376155663,116.47249,1.02536729185551,4.55671,00:00.6,204
0.0,59.974,2.67675596162651,-162.25033,0.626896408151018,-138.79351,4.38421469267323,-176.25357,1.01100019392947,7.09704,1.0243977192834,116.17185,1.02534605540647,4.25495,00:00.6,204
0.0,59.974,2.67602030855303,-162.5642,0.626740326124545,-139.07442,4.38419903666598,-176.55331,1.01102133534162,6.79719,1.02440054393193,115.86561,1.02536718296223,3.95701,00:00.6,204
0.0,59.97454,2.67747410626439,-162.85424,0.626621232909093,-139.3664,4.38639045939065,-176.8565,1.01096848996944,6.48779,1.02440526098404,115.55857,1.02534605535627,3.65335,00:00.7,204
0.0,59.97485,2.67819547771293,-163.12,0.626691505674458,-139.69663,4.38568097933693,-177.16418,1.01095799032765,6.1994,1.02437402633448,115.2558,1.02532492780052,3.34968,00:00.7,204
0.0,59.9747,2.6781990630581,-163.42359,0.626805220872152,-140.06174,4.38635185717431,-177.45113,1.01091565714835,5.8881,1.02429664352565,114.95291,1.0253250366436,3.05557,00:00.7,204
0.0,59.975,2.67818376558537,-163.73854,0.626882126526085,-140.47128,4.38711105401441,-177.75385,1.0108839793448,5.58252,1.0242371244864,114.65082,1.02526147630307,2.74999,00:00.8,204
0.0,59.974,2.67894690630516,-164.02549,0.627139315286399,-140.91497,4.3885740541117,-178.04756,1.01087346609763,5.28076,1.02417951733002,114.35141,1.02527216556678,2.45396,00:00.8,204
0.0,59.974,2.67895700502739,-164.32264,0.627375410265953,-141.32394,4.38779143301648,-178.34953,1.01092627266183,4.99046,1.02409399659343,114.04863,1.02536718276141,2.14646,00:00.8,204
0.0,59.974,2.67747356846262,-164.64771,0.627183474787763,-141.66397,4.38782435843631,-178.64879,1.01090513019538,4.67725,1.02405001671075,113.74195,1.0253354916035,1.84279,00:00.9,204
0.0,59.975,2.67746364900764,-164.93425,0.626700170258622,-141.95287,4.38784945585251,-178.9387,1.01090514500567,4.38313,1.0240433225603,113.43379,1.02531434783173,1.5525,00:00.9,204
0.0,59.974,2.67819816672181,-165.23602,0.626547494310062,-142.17551,4.38856789926916,-179.25031,1.01089454324819,4.08137,1.02402730575934,113.12107,1.02530388298157,1.25075,00:00.9,204
-0.01,59.974,2.67747775136532,-165.53385,0.626671487497249,-142.3541,4.38855809932569,-179.54991,1.01086288969335,3.77006,1.02403734206499,112.80597,1.02530388298157,0.94135,00:01.0,204
-0.00299,59.974,2.67965847781023,-165.83538,0.626791297781736,-142.53652,4.38782872060627,-179.85362,1.01086288969335,3.46066,1.0240716725671,112.49379,1.02533547543769,0.63004,00:01.0,204
0.0,59.9741,2.67893095151915,-166.14658,0.62716190296098,-142.70311,4.3878251352611,179.83661,1.01082063433083,3.16273,1.02407712656918,112.18304,1.0252720567739,0.32446,00:01.0,204
