Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m
3.033,0,59.982,81.23732,1.01354003146365,-92.28985,1.01607249618469,0.0021,59.98123,-75.5191,2.65647378350189,-82.76698,1.0438643581977,0.00467,59.9826,116.41383,0.605169037143454,18.53144,1.02149629073972
3.067,0,59.981,80.94688,1.01284817935702,-92.50757,1.01615700680933,0.00344,59.97997,-75.69077,2.65330529446218,-83.00387,1.04369795058799,0.00104,59.98211,116.29713,0.605248572050513,18.31895,1.02149689585301
3.1,0,59.981,80.68453,1.0105910253042,-92.7253,1.01618869831867,0.00648,59.97992,-75.92642,2.65034547251146,-83.24566,1.04382784164665,0.00149,59.982,116.14458,0.605450187960666,18.103,1.02147009997272
3.133,0,59.981,80.36801,1.00617973611649,-92.95066,1.01623095041791,-0.00051,59.98073,-76.20177,2.64862731534945,-83.47933,1.04415776845798,0.00146,59.98222,115.99056,0.605744006997484,17.8887,1.02142372122478
3.167,0,59.981,80.04455,1.00547306458315,-93.16457,1.01628381727756,-0.00726,59.98094,-76.45928,2.64713634955981,-83.70795,1.04441014723789,-0.00316,59.98206,115.8747,0.60606638928417,17.6746,1.02139930884723
3.2,0,59.981,79.67671,1.00255345825411,-93.37847,1.01632610657824,-0.00093,59.98108,-76.69823,2.64549079563752,-83.9357,1.04458094004882,-0.00763,59.98133,115.82868,0.606510792818198,17.45395,1.0213806887488
3.233,0,59.982,79.24984,1.00113497619269,-93.59619,1.0164000534501,0.00995,59.98163,-76.94032,2.6443219133558,-84.15763,1.04476734546531,-0.0063,59.98106,115.81091,0.607062876218882,17.22706,1.02134809335996
3.267,0,59.981,79.03743,1.00192644113934,-93.80819,1.01642118110626,0.01159,59.98185,-77.17704,2.6435051717257,-84.37555,1.0449128497822,-0.00137,59.98177,115.70958,0.60752962840448,17.00468,1.02132656482189
3.3,0,59.982,78.71975,1.00117973325158,-94.02209,1.01646346824815,0.00553,59.98165,-77.40074,2.64282078908818,-84.59516,1.04493915566782,0.00153,59.98248,115.47532,0.607718695606533,16.79153,1.02130810266641
3.333,-0.01,59.981,78.44752,0.999696655221324,-94.23217,1.01643174495945,0.00438,59.98167,-77.62027,2.64248866661378,-84.81537,1.04492522435643,0.0046,59.98282,115.13823,0.607765902651293,16.58402,1.02130207598308
3.367,0,59.981,78.17129,0.999706335653288,-94.45754,1.01643177678902,0.00475,59.98187,-77.84441,2.64234142843873,-85.03326,1.04497509095266,0.01001,59.98299,114.75262,0.607679495832656,16.37936,1.02132433363923
3.4,0,59.981,77.98026,0.998925566986404,-94.6638,1.01640002408055,0.00214,59.98199,-78.07277,2.64189272249049,-85.24983,1.04506529088726,0.01178,59.98302,114.3685,0.607314567449933,16.17548,1.02135210925781
3.433,0.01,59.982,77.71829,0.998229890511595,-94.87962,1.01643174495945,0.00034,59.9819,-78.29121,2.64109779171018,-85.46629,1.04508652040809,0.00815,59.98313,113.99299,0.606729558629423,15.9723,1.02139560125441
3.467,0,59.982,77.4555,0.998235328285105,-95.08587,1.01644230876242,0.00041,59.98171,-78.49169,2.63988379383506,-85.68566,1.0450249773294,0.0071,59.98366,113.56598,0.606091068410102,15.77364,1.02148202054883
