Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m
0,0,59.975,-156.64892,2.66360348139876,12.4561,1.01056702408789,0.00309,59.97559,-132.76778,0.624256638012625,121.46765,1.0243624437844,0,59.974,-170.8505,4.39218694668544,9.6694,1.02517698234629
0.033,-0.01,59.974,-156.94877,2.66360557285011,12.15434,1.01056698603298,0.0044,59.97571,-133.0983,0.623956305598745,121.17566,1.02441049755098,0,59.975,-171.13631,4.39147842272377,9.36765,1.02521936141238
0.067,0,59.974,-157.22038,2.66507897044841,11.86213,1.01056698603298,0.0058,59.97598,-133.50777,0.623125222587953,120.88615,1.02446049964881,0,59.974,-171.45946,4.39222770010889,9.0659,1.02524047420805
0.1,0.01,59.975,-157.52401,2.66727350047223,11.56611,1.01052471711528,0.0052,59.97592,-133.948,0.622852258308883,120.59792,1.024476973912,0,59.975,-171.73962,4.39149091167612,8.76986,1.0251769824467
0.133,-0.01,59.974,-157.78733,2.66801757910686,11.27389,1.01050365367051,0.00199,59.97565,-134.29832,0.623766043281636,120.30666,1.0245067055431,0,59.974,-172.05597,4.39217589187116,8.46046,1.02518754619947
0.167,0.01,59.976,-158.31981,2.67016974230191,10.95495,1.01085232584017,0.002,59.97592,-134.56742,0.624644691871705,120.01616,1.02455349300483,0,59.975,-172.34579,4.39070297231889,8.16062,1.02529331887737
0.2,0,59.976,-158.6833,2.67600262085019,10.69139,1.01101080949315,0.00197,59.97604,-134.84985,0.625074634513541,119.72853,1.02452712802866,0,59.974,-172.63008,4.3893016999143,7.87031,1.02532492800134
0.233,0,59.975,-159.00945,2.67675124092203,10.39537,1.01104246294758,-0.00192,59.97566,-135.1395,0.625911513832361,119.43847,1.02442137944886,0,59.975,-172.92972,4.38931418886664,7.57428,1.02533561545768
0.267,0,59.975,-159.28826,2.67673660076258,10.10506,1.01106360310463,-0.00475,59.97513,-135.43204,0.626966561404877,119.14247,1.02430934839445,-0.01,59.974,-173.23354,4.38637199486302,7.26679,1.02536719691904
0.3,0,59.974,-159.59818,2.67600656472988,9.8014,1.01109532072024,-0.00516,59.97478,-135.71975,0.627586467585059,118.84107,1.02429395804363,0,59.974,-173.53215,4.3856436319914,6.96504,1.02539887432095
0.333,0,59.974,-159.89253,2.67600740131042,9.50537,1.01109528171145,-0.00527,59.97504,-135.99296,0.627870486678408,118.54005,1.02434479850425,0,59.975,-173.84196,4.38562582477704,6.6671,1.025377746715
0.367,0,59.975,-160.18839,2.67602210122562,9.20935,1.01108474441638,-0.00355,59.97545,-136.34758,0.62803720522889,118.24376,1.02433969658543,0,59.974,-174.13516,4.38637904604186,6.36726,1.02537785560828
