Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m
0,-0.00899,60.00138,-139.50185,0.621486182042725,100.84634,1.02582209174838,0,60.002,-178.21664,1.92251819170009,-8.34226,1.02503249045075,NaN,60.001,108.15237,1.81495682070227,101.91865,1.01668541795785
0.033,-0.00848,60.0013,-139.50312,0.620690235414615,100.86233,1.02587989279405,0,60.001,-178.18951,1.92105626720634,-8.32315,1.02492686572514,NaN,60,108.32618,1.79564794428025,101.92043,1.01696288908332
0.067,-0.00944,60.00106,-139.47776,0.62034365204802,100.87641,1.02585568284052,-0.01,60.001,-178.2017,1.9218071579968,-8.30978,1.02494800352258,NaN,60.001,108.34428,1.81368527803713,101.94353,1.0164825284381
0.1,-0.01129,60.00043,-139.39011,0.620555545947666,100.88468,1.02577599203634,-0.01,60,-178.17278,1.9210679793339,-8.27922,1.02493738976625,NaN,60.001,107.64985,1.83975659349894,101.95633,1.01636203277609
0.133,-0.01325,59.99951,-139.25111,0.621228216457623,100.88283,1.02573620597581,0,60.001,-178.178,1.9196195596403,-8.27731,1.02489514339031,NaN,60.001,108.17198,1.83299236178656,101.96121,1.01638033688821
0.167,-0.01549,59.9988,-139.09806,0.622299039548895,100.87129,1.02565462492685,-0.01,60,-178.21859,1.9181542888244,-8.27159,1.02483176047204,NaN,60,108.02294,1.84034447059558,101.96556,1.01622827924413
0.2,-0.01771,59.99835,-138.94253,0.623656929276911,100.85339,1.02552350436314,0,60.001,-178.23066,1.91742443205895,-8.26585,1.02475776128722,NaN,60,108.02779,1.83713600495721,101.96267,1.01612267685946
0.233,-0.0176,59.99813,-138.74639,0.624816011615158,100.83179,1.02544308142861,-0.01,59.999,-178.22815,1.91597762577068,-8.26395,1.0246943273111,NaN,60,107.77969,1.84434679141072,101.94124,1.0163053707672
0.267,-0.01416,59.99807,-138.50903,0.625573654805685,100.80875,1.02539949459596,-0.01,59.999,-178.23537,1.91520958507915,-8.26967,1.02466260954487,NaN,60,107.63285,1.85172250374212,101.95358,1.01587492094825
0.3,-0.00834,59.99812,-138.32185,0.626259172802507,100.78581,1.02535460244966,0,59.999,-178.25953,1.91450524402018,-8.27349,1.02453585159041,NaN,60,107.35004,1.84972970913995,101.94008,1.01576255995072
