Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m
0,0,60.005,-43.50595,4.96518462184777,134.29108,1.02655137907075,-0.01,60.006,-66.00226,0.38345523560722,129.72883,1.02677600763549,-0.01407,60.00576,-12.35509,0.664649794029914,-118.79188,1.01999165880564
0.033,0,60.005,-43.445,4.96520834488166,134.3522,1.02647733093667,0,60.006,-66.03581,0.38423654207588,129.80332,1.02673375222276,-0.01739,60.00526,-12.35624,0.664692041347187,-118.72665,1.01988564630146
0.067,0,60.005,-43.37654,4.96665861700359,134.41905,1.02640349576953,0,60.005,-65.98715,0.386375798028308,129.87589,1.02668096619214,-0.01575,60.00496,-12.31434,0.664742534958354,-118.66579,1.01977485303582
0.1,0,60.005,-43.31097,4.96595361863134,134.47634,1.02629783143266,0,60.005,-65.82469,0.387882778359713,129.937,1.02662811198399,-0.01506,60.00446,-12.2438,0.664517913083349,-118.60986,1.01968847008936
0.133,0,60.005,-43.24395,4.96447185522764,134.53745,1.02625554017401,-0.01,60.005,-65.89913,0.39002388674048,130.00194,1.0265752756988,-0.01486,60.00393,-12.12073,0.664095858200891,-118.56052,1.0196477659415
0.167,-0.01,60.004,-43.19131,4.96447980274277,134.58902,1.02617100384474,0,60.005,-65.66451,0.392196486403004,130.06497,1.02653302033628,-0.01106,60.00392,-11.95312,0.663903325165172,-118.51389,1.0196346084803
0.2,0,60.004,-43.12579,4.96374337284451,134.65014,1.02612885868081,0,60.005,-65.38872,0.392983708691197,130.12799,1.0264801750143,-0.00706,60.00409,-11.77783,0.664297772889809,-118.46538,1.01960468968731
0.233,0,60.004,-43.08151,4.96230116774921,134.69407,1.02609706711416,-0.01,60.004,-65.50913,0.395890646800632,130.17001,1.02642740514949,-0.00627,60.00391,-11.61261,0.664560518935139,-118.4174,1.0195922179174
0.267,0,60.004,-43.04271,4.96591292496364,134.73991,1.02607593940779,0,60.004,-65.28867,0.398039164894754,130.2273,1.02636393984584,-0.00422,60.00375,-11.46949,0.664256780443346,-118.37196,1.01962152883587
0.3,-0.01,60.003,-43.00978,4.97033395433907,134.78192,1.02609695576086,-0.01,60.004,-65.11058,0.398736753553655,130.27887,1.0263323045654,-0.00014,60.00391,-11.3399,0.664154777373212,-118.32588,1.01965874011501
0.333,0.01,60.004,-42.96502,4.97180777022764,134.84111,1.02614987618858,0,60.004,-64.89198,0.399503658885874,130.33425,1.0263322552647,0.0014,60.00415,-11.16819,0.664758549500121,-118.27717,1.01967705567372
0.367,0,60.004,-42.92395,4.97107128057363,134.89841,1.02624497642124,0,60.004,-64.70527,0.399599447357711,130.39346,1.02636402213081,0.00321,60.00462,-10.94409,0.665538840120982,-118.22401,1.01969845483512
0.4,0,60.004,-42.86856,4.97031811906456,134.96144,1.02629782174322,0,60.005,-64.46713,0.400989545436519,130.45648,1.02636393969523,0.00675,60.00504,-10.75158,0.665938247573105,-118.16511,1.01973971459476
0.433,0,60.004,-42.82235,4.96738709938673,135.02636,1.02636109180207,0,60.005,-64.54076,0.401685341422834,130.52524,1.02642740509928,0.00765,60.00502,-10.60974,0.666028478759926,-118.10461,1.01978282533936
0.467,0,60.005,-42.76918,4.9666744522781,135.08749,1.02644574109118,0,60.005,-64.39522,0.403888476275071,130.58063,1.02649073891768,0.00811,60.00526,-10.42264,0.666701209025636,-118.0429,1.01981139780173
0.5,0,60.005,-42.71255,4.9666900485296,135.15433,1.02654082927479,0,60.005,-64.29748,0.404727925091264,130.65893,1.02656472906572,0.01091,60.00597,-10.20502,0.6683441336948,-117.9746,1.01981892880885
0.533,0.01,60.005,-42.65849,4.96373452899309,135.22689,1.02666752065826,0,60.005,-64.10381,0.404595088052654,130.73151,1.02663876023072,0.01242,60.00669,-10.07548,0.669688817401434,-117.89729,1.01982289023496
0.567,0,60.005,-42.59089,4.96304548540685,135.3033,1.02678375969245,0,60.005,-63.95335,0.404729538496591,130.80599,1.02671270700218,0.01159,60.00697,-10.03513,0.669927422122608,-117.81455,1.01983106441028
0.6,0,60.006,-42.52803,4.96083523962002,135.3797,1.02690011535139,0,60.006,-63.877,0.403934428449021,130.88239,1.02676549398668,0.01204,60.00703,-10.00883,0.669644956678834,-117.73052,1.01986242682997
0.633,0,60.006,-42.45592,4.96230905550859,135.45992,1.0269846255744,0,60.006,-63.76132,0.403939507688014,130.96451,1.02681829608269,0.01253,60.00735,-9.96943,0.669501124581697,-117.6438,1.01990072061576
0.667,0,60.006,-42.38341,4.95940875028772,135.54968,1.02705849698909,0.02,60.007,-63.65264,0.402484275838587,131.05618,1.02689226901062,0.00885,60.00745,-9.92503,0.669537874369707,-117.55465,1.01992567766054
0.7,0.01,60.007,-42.29929,4.96154800624015,135.63753,1.02713254512317,0.01,60.007,-63.50461,0.403191066883429,131.14022,1.0269451315025,0.00334,60.00725,-9.90081,0.669509609898603,-117.46675,1.01995038122345
0.733,0,60.007,-42.22172,4.95943289161187,135.71584,1.02718531498798,0,60.007,-63.4177,0.403891344551208,131.23189,1.02697684916832,0.0018,60.00727,-9.92393,0.669201927527121,-117.37973,1.01997719221525
0.767,0,60.007,-42.12745,4.96158750479279,135.80942,1.02725936297145,0,60.007,-63.41983,0.402486188022679,131.31592,1.02701913651102,0.00216,60.00739,-9.97573,0.668585188401842,-117.29157,1.02001023507565
0.8,0,60.006,-42.04751,4.96157155000677,135.89537,1.02725936287104,0,60.006,-63.18413,0.404657831593158,131.4076,1.027029700314,0.0007,60.00747,-9.99171,0.668033642802934,-117.20233,1.02004952787823
0.833,0,60.007,-41.95688,4.9630612609256,135.98512,1.02730154257558,0,60.008,-63.01522,0.405420972312947,131.49163,1.02708247032942,0.00089,60.0076,-9.96093,0.667706360544513,-117.11166,1.02007986622915
0.867,0,60.007,-41.8606,4.96231682375646,136.0768,1.02732267038235,-0.01,60.006,-62.93254,0.406820691067966,131.57948,1.02708251963011,0.00214,60.00761,-9.93262,0.667334859028976,-117.02025,1.02010275912121
0.9,0,60.007,-41.76202,4.96302182212871,136.16275,1.02734400975034,0.01,60.007,-62.72842,0.406847461645248,131.67307,1.02710361505507,-5e-05,60.00726,-9.90513,0.666999509743919,-116.93132,1.02010650421669
