Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m
0.367,0.0014,59.98248,-123.32713,0.871656629183473,-174.56655,1.02418854161595,0,59.982,-108.19758,4.32609045113247,70.07806,1.02697263169991,0.01,59.982,-97.4348,2.69038403789127,73.86352,1.01898770266539
0.4,0.00278,59.98263,-123.46402,0.871346257803112,-174.77593,1.02425883586878,0,59.982,-108.40227,4.32679766046758,69.86987,1.02704660844337,0,59.981,-97.69467,2.68893221211976,73.63816,1.01913567984879
0.433,0.0065,59.98297,-123.60948,0.871280466719212,-174.98174,1.02433073600884,0,59.982,-108.62786,4.32751789655681,69.66552,1.02711012932326,0.01,59.982,-97.92174,2.68745875476571,73.42617,1.01920962672065
0.467,0.00567,59.98307,-123.75696,0.871387011226564,-175.1853,1.02439434193493,0,59.982,-108.8144,4.32753205867024,69.46117,1.02716291937022,-0.01,59.981,-98.12004,2.68310022990777,73.21036,1.01935755209313
0.5,0.00458,59.98325,-123.93539,0.871806914901919,-175.38718,1.02446815606644,0,59.982,-109.00599,4.32606069276754,69.25491,1.02721579084868,0,59.982,-98.3436,2.68091627665221,73.00218,1.01945267301
0.533,0.00637,59.98354,-124.16396,0.872618099247009,-175.58579,1.02456592601695,0.01,59.983,-109.20274,4.32826149714542,69.05437,1.02724748225761,0,59.982,-98.58042,2.67871529300707,72.77873,1.01952664598814
0.567,0.0059,59.98362,-124.40399,0.873371440023329,-175.78253,1.02465064132481,0,59.983,-109.40113,4.3289638065088,68.85193,1.02725815269467,0,59.981,-98.80781,2.67577901482298,72.56483,1.01961123814467
0.6,0.00361,59.98357,-124.62372,0.873921850262933,-175.97951,1.02470323185961,0,59.982,-109.59015,4.32970686929562,68.64948,1.02723680915972,0,59.982,-99.02559,2.67212076763282,72.34901,1.01970628325293
0.633,0.00256,59.9835,-124.85096,0.874647643637184,-176.17711,1.02475477849491,0,59.982,-109.79162,4.33042262370339,68.45276,1.02726860981336,0,59.982,-99.24118,2.66922494409342,72.14084,1.01978024804776
0.667,-0.00075,59.98313,-125.0935,0.875498326534915,-176.3776,1.02478836843234,0,59.983,-109.98167,4.33122424712803,68.2465,1.02727917336532,0.01,59.983,-99.47625,2.66557858829808,71.93267,1.01987540501136
0.7,-0.00597,59.98255,-125.3205,0.876099230385686,-176.58433,1.02477711286334,0,59.983,-110.16399,4.33190701636022,68.05359,1.02728962787338,0,59.982,-99.7149,2.66338011439457,71.71876,1.01995986728919
0.733,-0.00816,59.98226,-125.55234,0.876708081751588,-176.79631,1.02474335449024,0,59.983,-110.36638,4.33341017232344,67.8397,1.02726860961254,0,59.982,-99.94423,2.65902015539856,71.5125,1.02001271241035
0.767,-0.00767,59.98229,-125.79842,0.877426166633721,-177.00898,1.02471057148766,-0.01,59.982,-110.56028,4.33408684646884,67.63343,1.02722635440063,0,59.982,-100.19612,2.65683237777481,71.28904,1.02008665928222
0.8,-0.00894,59.98201,-126.01072,0.87769996749333,-177.22318,1.02466362186581,0,59.982,-110.75417,4.33557679641068,67.42144,1.02718404697618,0,59.981,-100.45673,2.6517099353723,71.06559,1.02015004204988
0.833,-0.00876,59.98167,-126.22015,0.877713173514713,-177.44193,1.02461860410817,0,59.982,-110.94776,4.33846580779425,67.20944,1.02713122826252,0,59.981,-100.69932,2.64955992338435,70.84977,1.02021355208562
0.867,-0.00434,59.98183,-126.48902,0.878168990397537,-177.66093,1.02461415680415,-0.01,59.981,-111.16724,4.33918066586573,66.9898,1.0270467466058,-0.02,59.98,-100.88535,2.64736957626323,70.63396,1.02016062407704
0.9,-0.00222,59.98189,-126.77841,0.878677571610138,-177.87815,1.0246283818111,0,59.981,-111.37413,4.3413604362186,66.76254,1.02698333497063,0,59.981,-101.17602,2.64517881085183,70.39904,1.02019234179306
0.933,-0.00398,59.98163,-127.03324,0.87869806783337,-178.09733,1.02464378330729,0,59.981,-111.58831,4.34137585320284,66.53909,1.02687764502953,0,59.981,-101.42544,2.64370995469075,70.18132,1.02017118788002
0.967,-0.00394,59.98136,-127.2504,0.878464721618447,-178.31983,1.02464643093522,0,59.981,-111.8021,4.34212554887823,66.31563,1.02680367245303,-0.01,59.98,-101.63428,2.63936385902941,69.95405,1.02009722308519
1,-0.00481,59.98087,-127.44386,0.878147000280484,-178.54698,1.02461702764071,0,59.981,-112.01136,4.34211539040025,66.09027,1.02677208747736,0,59.981,-101.90796,2.63862067673108,69.71914,1.02011835059074
1.033,-0.00964,59.98022,-127.63254,0.877562768284761,-178.78144,1.02457911229547,-0.01,59.98,-112.23817,4.3413771678294,65.85153,1.02670859827643,0,59.98,-102.16556,2.63785221774928,69.48613,1.0200760376438
1.067,-0.01245,59.97982,-127.84217,0.876983735039537,-179.02205,1.02454084195511,-0.01,59.98,-112.47116,4.3406335672408,65.61089,1.02664518910127,-0.01,59.979,-102.42348,2.63859743174321,69.23785,1.01995995871135
1.1,-0.01203,59.97963,-128.06106,0.876692186721327,-179.26568,1.02448171114627,0,59.979,-112.69831,4.34283353503813,65.37025,1.02655006276234,0,59.98,-102.66972,2.64004411851998,68.99912,1.01985427750582
1.133,-0.01152,59.97944,-128.27576,0.876670495383039,-179.5115,1.02442215857049,0,59.979,-112.94426,4.3443126691887,65.12006,1.02647608486417,0,59.98,-102.95031,2.64150257718006,68.75656,1.01976975749296
1.167,-0.01004,59.9792,-128.5208,0.876943877952378,-179.76005,1.02436740201831,-0.01,59.979,-113.18778,4.3443659115645,64.86796,1.02641270234753,-0.01,59.979,-103.19338,2.63934497621151,68.50446,1.01970624243678
1.2,-0.00688,59.97908,-128.80717,0.877380752261546,179.98933,1.02429390788946,-0.01,59.979,-113.43694,4.34357576124442,64.61777,1.02637031303975,0,59.979,-103.4374,2.64076949360396,68.25618,1.01964289215135
1.233,-0.00452,59.97906,-129.11767,0.87784093131433,179.73819,1.0242176995617,0,59.979,-113.68258,4.3435752831984,64.36184,1.02630706928799,0,59.978,-103.67835,2.64152247584577,68.01172,1.01955833744727
1.267,-0.00482,59.97882,-129.43545,0.878294417722793,179.48539,1.02416070248883,-0.01,59.978,-113.94985,4.34348051057436,64.10783,1.02623309977396,0,59.978,-103.89951,2.64078263986959,67.7558,1.01943148776942
1.3,-0.00629,59.97839,-129.74485,0.878545033350292,179.22808,1.02411627643991,0,59.978,-114.21626,4.34358323071353,63.84045,1.02618025169074,0,59.978,-104.15781,2.63859073909889,67.48651,1.01933638723554
1.333,-0.0075,59.97795,-130.04833,0.878490356836424,178.96547,1.02407278981518,0,59.978,-114.45751,4.34211885623391,63.58643,1.02615898496847,0,59.979,-104.35807,2.63858225378199,67.24587,1.01928354201397
1.367,-0.01058,59.97732,-130.31869,0.878053064236987,178.69635,1.02399384881328,0,59.978,-114.72826,4.34213379517213,63.31905,1.02612743252524,0,59.979,-104.66177,2.64004136975535,66.97657,1.01923072274806
1.4,-0.01511,59.97654,-130.54113,0.877150214567008,178.41826,1.02386309298433,0,59.978,-115.01133,4.34286897019958,63.04787,1.02609584825243,-0.01,59.977,-104.89657,2.64222502423215,66.72065,1.01913556242076
1.433,-0.01507,59.97631,-130.76227,0.876174223855527,178.13448,1.02375147917845,0,59.977,-115.28783,4.34288038354838,62.78048,1.02606404995839,0,59.977,-105.15428,2.64296551752161,66.44181,1.01898771938345
1.467,-0.01033,59.97667,-131.00483,0.875472990095702,177.85273,1.02368007566003,0,59.977,-115.56202,4.34356918811161,62.51119,1.02607461371117,-0.01,59.977,-105.43328,2.64295535904362,66.17444,1.01892429359064
1.5,-0.00588,59.97697,-131.25107,0.874769246594256,177.57511,1.02362547700059,0,59.977,-115.8372,4.34206919920329,62.2438,1.02610619622682,0,59.977,-105.74623,2.64370607056682,65.91088,1.01893485744382
1.533,-0.00153,59.97706,-131.49711,0.8740297691526,177.2995,1.02359031330673,0,59.977,-116.11479,4.34209919659122,61.97451,1.02611675957796,0,59.977,-105.96784,2.64444411387041,65.65304,1.01888201202144
1.567,0.00184,59.97685,-131.76336,0.873337319488445,177.02288,1.02351642351724,0,59.977,-116.39737,4.33993263225974,61.70713,1.02618028055825,0,59.978,-106.30776,2.64662740981269,65.37611,1.01896663274426
1.6,0.00133,59.97653,-132.04688,0.872557208134843,176.74252,1.02341982051713,0,59.977,-116.68718,4.33918646217376,61.43785,1.02618028090968,0,59.977,-106.11242,2.64808574896127,65.1412,1.01862851187668
1.633,0.0001,59.97668,-132.31442,0.871910172842863,176.46163,1.02338568109285,-0.01,59.976,-116.98696,4.34065382444102,61.15328,1.02616968793796,-0.03,59.976,-106.13074,2.64519590099715,64.84135,1.01838538872445
1.667,0.00069,59.97708,-132.56076,0.871535504272424,176.18495,1.02339836246601,0,59.977,-117.26586,4.34136318498323,60.88589,1.0261592609921,0,59.977,-106.36751,2.64298738812716,64.54915,1.01826916063481
1.7,0.00019,59.97709,-132.77549,0.87107365205856,175.9103,1.0234173451404,0,59.977,-117.54538,4.34138248609141,60.61852,1.02615898476765,0,59.976,-106.68398,2.64149976865968,64.2684,1.01829028819056
1.733,0.00195,59.97717,-132.963,0.870511708958654,175.63551,1.02345213802478,0,59.977,-117.83985,4.34215142311922,60.33777,1.02618035857584,0,59.977,-106.91747,2.64154052208313,63.98956,1.01823751973147
1.767,0.00838,59.97792,-133.16572,0.870252608014248,175.36693,1.02352181867979,0,59.977,-118.12326,4.34284721910554,60.06494,1.02623311709446,0,59.976,-107.16296,2.64152092219619,63.72218,1.01824806330209
1.8,0.0106,59.97845,-133.38747,0.870272685947209,175.1065,1.02361603129917,0.01,59.977,-118.3791,4.34284674105951,59.80711,1.02630708972117,0.01,59.977,-107.42513,2.64225561917762,63.45098,1.01829036495304
1.833,0.00774,59.97837,-133.6189,0.870593454828568,174.84743,1.02371481141183,0.01,59.978,-118.64277,4.34066744875267,59.54355,1.02634934488288,0.01,59.977,-107.73764,2.64301666844606,63.18168,1.01834321017461
1.867,0.00866,59.97853,-133.8758,0.871311659222206,174.58866,1.0238219022557,0,59.977,-118.92629,4.34067396212973,59.27426,1.02642331750958,-0.02,59.976,-107.99796,2.64079686173877,62.90667,1.01845941215798
1.9,0.01135,59.97906,-134.15659,0.87226787077949,174.33491,1.02395539507636,0,59.977,-119.20833,4.33918036708697,59.00114,1.02648659103253,0,59.977,-108.30347,2.639313425174,62.63165,1.01857564049864
1.933,0.00897,59.97942,-134.44955,0.873508878254909,174.08668,1.02408361759274,0,59.977,-119.47606,4.33919620236148,58.73568,1.02655010910097,0.01,59.978,-108.59039,2.63934431889823,62.36809,1.01868133099198
